序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
285,300126,锐奇股份,9.08,3.89%,3.36%,3412.50万,2884.22万,528.29万,6381.53万
286,688209,英集芯,24.98,3.87%,4.34%,2.28亿,2.45亿,-1648.97万,4.73亿
287,600477,杭萧钢构,3.76,3.87%,8.01%,4.14亿,2.92亿,1.21亿,7.06亿
288,300769,德方纳米,41.18,3.86%,6.65%,4.07亿,2.77亿,1.30亿,6.85亿
289,300039,上海凯宝,6.46,3.86%,9.08%,3.11亿,2.31亿,7923.86万,5.47亿
290,603399,永杉锂业,10.52,3.85%,3.16%,9774.32万,6995.90万,2778.42万,1.68亿
291,603685,晨丰科技,25.16,3.84%,3.94%,1.00亿,9761.96万,244.78万,1.98亿
292,002397,梦洁股份,4.6,3.84%,5.67%,9459.96万,7400.86万,2059.10万,1.69亿
293,301033,迈普医学,73.82,3.83%,2.47%,5913.11万,4316.21万,1596.90万,1.02亿
294,300568,星源材质,14.11,3.83%,6.00%,6.55亿,3.67亿,2.88亿,10.22亿
295,688310,迈得医疗,17.39,3.82%,3.92%,6214.03万,5116.99万,1097.05万,1.13亿
296,600871,石化油服,2.99,3.82%,4.38%,9.84亿,7.50亿,2.34亿,17.34亿
297,300432,富临精工,18.49,3.82%,5.01%,8.32亿,7.17亿,1.15亿,15.49亿
298,000859,国风新材,10.34,3.82%,6.87%,3.48亿,2.74亿,7450.30万,6.31亿
299,002629,仁智股份,6.28,3.80%,6.06%,9741.67万,6015.87万,3725.80万,1.59亿
300,002756,永兴材料,48.78,3.79%,3.56%,3.52亿,3.16亿,3645.98万,6.68亿
301,002434,万里扬,9.89,3.78%,3.66%,2.75亿,2.03亿,7230.07万,4.78亿
302,603726,朗迪集团,25.9,3.77%,3.69%,1.04亿,7209.39万,3187.91万,1.76亿
303,300390,天华新能,47.61,3.77%,3.92%,7.21亿,5.26亿,1.95亿,12.47亿
304,002738,中矿资源,82.11,3.77%,3.45%,11.16亿,8.73亿,2.43亿,19.88亿
305,002058,*ST威尔,22.91,3.76%,1.27%,2510.82万,1623.84万,886.98万,4139.23万
306,603286,日盈电子,71.19,3.76%,6.07%,2.22亿,2.73亿,-5102.24万,4.95亿
307,603590,康辰药业,43.01,3.76%,3.14%,1.36亿,7727.75万,5900.97万,2.14亿
308,600111,北方稀土,50.11,3.73%,3.17%,31.17亿,25.04亿,6.12亿,56.21亿
309,688519,南亚新材,81.03,3.71%,2.98%,3.17亿,2.42亿,7452.92万,5.59亿
310,002379,宏桥控股,30.49,3.71%,2.23%,4.86亿,2.83亿,2.02亿,7.69亿
311,603728,鸣志电器,70.14,3.70%,2.15%,3.99亿,2.29亿,1.70亿,6.28亿
312,600309,万华化学,86.7,3.70%,1.74%,26.99亿,19.88亿,7.11亿,46.86亿
313,300195,长荣股份,9.02,3.68%,6.26%,1.10亿,6051.83万,4926.42万,1.75亿
314,002491,通鼎互联,9.3,3.68%,18.37%,11.11亿,9.19亿,1.91亿,20.30亿
315,300875,捷强装备,41.39,3.66%,5.71%,1.26亿,8008.02万,4558.84万,2.06亿
316,301459,丰茂股份,44.0,3.65%,12.40%,7892.11万,6358.81万,1533.30万,1.43亿
317,300602,飞荣达,33.5,3.65%,9.15%,6.94亿,5.31亿,1.64亿,12.25亿
318,688079,美迪凯,13.39,3.64%,2.76%,7892.02万,7005.44万,886.59万,1.49亿
319,300570,太辰光,120.76,3.64%,16.21%,22.07亿,15.42亿,6.65亿,37.49亿
320,603119,浙江荣泰,102.39,3.63%,7.12%,8.03亿,6.73亿,1.29亿,14.76亿
321,603665,康隆达,39.17,3.62%,3.46%,1.17亿,1.01亿,1573.31万,2.18亿
322,600470,六国化工,6.59,3.62%,4.33%,8183.17万,6614.17万,1569.01万,1.48亿
323,300479,神思电子,21.75,3.62%,10.22%,2.55亿,1.84亿,7120.66万,4.39亿
324,300139,晓程科技,60.93,3.62%,23.95%,16.94亿,16.13亿,8165.50万,33.42亿
325,002109,兴化股份,4.29,3.62%,1.71%,5443.81万,3893.51万,1550.30万,9340.45万
326,000045,深纺织A,12.89,3.62%,3.49%,1.10亿,9162.22万,1835.71万,2.04亿
327,688081,兴图新科,39.0,3.61%,2.92%,6724.06万,4906.11万,1817.95万,1.16亿
328,002798,帝欧水华,6.91,3.60%,4.11%,6818.85万,5575.84万,1243.00万,1.25亿
329,603113,金能科技,7.22,3.59%,2.97%,1.08亿,7153.69万,3636.97万,1.79亿
330,002810,山东赫达,19.6,3.59%,9.08%,3.04亿,2.71亿,3349.51万,5.75亿
331,000989,九芝堂,9.25,3.58%,6.12%,2.18亿,1.76亿,4214.96万,3.97亿
332,300037,新宙邦,50.17,3.57%,3.28%,5.08亿,3.71亿,1.37亿,8.85亿
333,300970,华绿生物,23.2,3.57%,6.07%,6703.89万,6607.45万,96.44万,1.33亿
334,002929,润建股份,46.41,3.57%,6.62%,3.89亿,2.57亿,1.32亿,6.46亿
335,301628,强达电路,98.56,3.56%,10.82%,1.96亿,1.52亿,4390.07万,3.47亿
336,603179,新泉股份,87.8,3.56%,3.18%,7.28亿,6.81亿,4674.95万,14.09亿
337,600165,ST宁科,3.78,3.56%,1.40%,2351.55万,1503.67万,847.88万,3855.22万
338,002358,森源电气,7.58,3.55%,12.72%,5.00亿,4.00亿,9982.74万,9.00亿
339,688005,容百科技,30.07,3.55%,3.69%,4.44亿,3.48亿,9515.59万,7.92亿
340,688085,三友医疗,21.93,3.54%,3.07%,1.09亿,1.03亿,576.38万,2.12亿
341,300518,新迅达,21.14,3.53%,4.41%,1.05亿,8001.85万,2519.64万,1.85亿
342,603978,深圳新星,25.9,3.52%,5.70%,1.91亿,1.22亿,6816.03万,3.13亿
343,603838,*ST四通,7.67,3.51%,0.75%,1207.40万,604.50万,602.91万,1811.90万
344,688515,裕太微,116.8,3.50%,4.32%,1.29亿,1.22亿,689.84万,2.52亿
345,603612,索通发展,31.73,3.49%,9.35%,7.80亿,6.83亿,9663.85万,14.63亿
346,002211,ST宏达,3.57,3.48%,2.96%,2042.09万,2521.29万,-479.20万,4564.09万
347,001400,江顺科技,109.5,3.48%,22.67%,2.09亿,1.65亿,4416.65万,3.74亿
348,002531,天顺风能,8.93,3.48%,4.35%,3.96亿,2.93亿,1.04亿,6.95亿
349,603356,华菱精工,18.51,3.47%,4.35%,5989.86万,4729.63万,1260.23万,1.07亿
350,300421,力星股份,28.06,3.47%,9.68%,3.52亿,2.67亿,8490.72万,6.24亿
351,301629,矽电股份,304.92,3.46%,17.12%,2.76亿,2.61亿,1502.20万,5.37亿
352,003003,天元股份,14.44,3.44%,23.63%,1.91亿,2.16亿,-2497.73万,4.10亿
353,003035,南网能源,7.21,3.44%,4.53%,6.91亿,5.30亿,1.61亿,12.36亿
354,301069,凯盛新材,25.05,3.43%,3.26%,2.09亿,1.38亿,7100.29万,3.47亿
355,300534,陇神戎发,10.56,3.43%,16.87%,2.76亿,2.87亿,-1088.54万,5.63亿
356,603010,万盛股份,12.08,3.42%,3.60%,1.41亿,1.13亿,2821.95万,2.54亿
357,002637,赞宇科技,14.22,3.42%,3.21%,1.13亿,8226.56万,3105.55万,1.98亿
358,002527,新时达,16.62,3.42%,4.39%,2.18亿,1.63亿,5483.72万,3.85亿
359,688662,富信科技,53.4,3.39%,5.71%,1.55亿,1.14亿,4185.87万,2.69亿
360,601388,怡球资源,3.96,3.39%,6.41%,3.10亿,2.42亿,6833.86万,5.53亿
361,688316,青云科技,75.4,3.37%,10.05%,1.97亿,1.65亿,3281.54万,3.62亿
362,688288,鸿泉技术,28.25,3.37%,5.92%,9507.35万,7358.39万,2148.96万,1.69亿
363,300485,赛升药业,11.35,3.37%,5.57%,9440.87万,8045.34万,1395.53万,1.75亿
364,000016,深康佳A,3.69,3.36%,6.70%,2.20亿,1.64亿,5619.14万,3.86亿
365,600601,方正科技,11.07,3.36%,4.01%,10.29亿,8.17亿,2.11亿,18.46亿
366,002513,蓝丰生化,7.4,3.35%,7.25%,8890.48万,6437.68万,2452.81万,1.55亿
367,688125,安达智能,179.44,3.35%,0.95%,8735.23万,5110.12万,3625.11万,1.38亿
368,002498,汉缆股份,5.86,3.35%,6.66%,7.39亿,5.67亿,1.73亿,13.06亿
369,000957,中通客车,12.04,3.35%,5.88%,2.64亿,1.52亿,1.12亿,4.18亿
370,000710,贝瑞基因,12.65,3.35%,4.86%,1.18亿,8134.60万,3620.38万,2.01亿
371,002886,沃特股份,22.87,3.34%,3.68%,9831.07万,7661.73万,2169.34万,1.75亿
372,301003,江苏博云,48.09,3.33%,3.40%,8455.82万,3823.75万,4632.07万,1.23亿
373,688160,步科股份,129.8,3.33%,4.29%,2.64亿,2.43亿,2134.84万,5.06亿
374,301203,国泰环保,37.0,3.32%,3.91%,3057.45万,3281.45万,-224.00万,6338.90万
375,301607,富特科技,51.47,3.31%,4.15%,1.29亿,1.08亿,2118.77万,2.37亿
376,300523,辰安科技,24.06,3.31%,1.99%,7182.52万,3844.24万,3338.28万,1.10亿
377,002092,中泰化学,6.57,3.30%,3.95%,4.03亿,2.63亿,1.40亿,6.66亿
378,688408,中信博,48.13,3.28%,3.41%,2.08亿,1.49亿,5864.37万,3.57亿
379,300772,运达股份,18.59,3.28%,2.79%,1.94亿,1.65亿,2925.06万,3.59亿
380,002209,达意隆,16.4,3.27%,4.75%,8590.43万,3481.19万,5109.25万,1.21亿
381,300207,欣旺达,24.1,3.26%,3.97%,9.32亿,6.83亿,2.48亿,16.31亿
382,301512,智信精密,52.35,3.25%,4.51%,3357.51万,2445.45万,912.05万,5802.96万
383,002024,ST易购,1.59,3.25%,0.60%,6182.57万,2650.31万,3532.26万,8833.14万
384,603577,汇金通,11.18,3.23%,8.75%,1.60亿,1.78亿,-1850.60万,3.38亿
385,002805,丰元股份,16.36,3.22%,4.47%,1.22亿,8138.07万,4037.73万,2.03亿
386,603225,新凤鸣,20.66,3.20%,1.44%,2.45亿,2.07亿,3732.61万,4.52亿
387,600851,海欣股份,8.06,3.20%,2.19%,7528.74万,5467.54万,2061.20万,1.30亿
388,300703,创源股份,27.8,3.19%,9.91%,2.79亿,1.89亿,9055.75万,4.68亿
389,002192,融捷股份,51.7,3.19%,3.61%,2.84亿,1.95亿,8912.24万,4.78亿
390,688171,纬德信息,53.23,3.18%,1.43%,3033.68万,3234.07万,-200.39万,6267.74万
391,300818,耐普矿机,41.37,3.17%,5.76%,1.50亿,1.07亿,4258.55万,2.57亿
392,300014,亿纬锂能,63.53,3.17%,2.56%,19.72亿,12.69亿,7.03亿,32.41亿
393,002597,金禾实业,23.78,3.17%,3.05%,2.78亿,1.31亿,1.47亿,4.12亿
394,300215,电科院,9.5,3.15%,19.92%,5.31亿,4.28亿,1.02亿,9.67亿
395,600185,珠免集团,7.53,3.15%,4.97%,3.94亿,3.04亿,8993.60万,6.98亿
396,002795,永和智控,6.9,3.14%,8.55%,1.48亿,1.09亿,3867.86万,2.59亿
397,002734,利民股份,20.41,3.13%,11.70%,6.41亿,3.94亿,2.48亿,10.35亿
398,688183,生益电子,85.21,3.12%,1.77%,6.62亿,5.83亿,7936.53万,12.46亿
399,300758,七彩化学,17.22,3.11%,10.32%,3.53亿,3.00亿,5291.77万,6.54亿
400,603028,赛福天,10.01,3.09%,4.25%,6560.14万,5518.22万,1041.92万,1.21亿
401,603299,苏盐井神,11.34,3.09%,2.47%,1.11亿,1.08亿,342.05万,2.19亿
402,002539,云图控股,14.68,3.09%,4.55%,3.32亿,2.59亿,7264.80万,5.94亿
403,301396,宏景科技,90.07,3.08%,25.62%,9.25亿,8.18亿,1.07亿,17.43亿
404,300871,回盛生物,28.09,3.08%,10.12%,3.12亿,2.67亿,4488.39万,5.79亿
405,688623,双元科技,104.56,3.07%,4.77%,5893.03万,3675.90万,2217.13万,9568.94万
406,600596,新安股份,12.41,3.07%,2.68%,2.58亿,1.92亿,6677.05万,4.50亿
407,300347,泰格医药,65.65,3.06%,3.09%,6.20亿,5.22亿,9846.33万,11.42亿
408,002196,方正电机,16.6,3.04%,15.95%,7.49亿,5.50亿,1.99亿,13.00亿
409,688622,禾信仪器,123.4,3.04%,3.23%,1.31亿,1.47亿,-1556.30万,2.78亿
410,688226,威腾电气,39.0,3.04%,1.42%,5740.91万,4604.46万,1136.46万,1.03亿
411,301301,川宁生物,11.23,3.03%,4.99%,2.17亿,1.29亿,8766.16万,3.46亿
412,603968,醋化股份,12.92,3.03%,4.64%,6281.07万,5904.27万,376.80万,1.22亿
413,301336,趣睡科技,61.45,3.02%,6.77%,6913.16万,5653.33万,1259.83万,1.26亿
414,603037,凯众股份,17.03,3.02%,4.66%,9659.68万,1.14亿,-1763.10万,2.11亿
415,300918,南山智尚,17.44,3.01%,3.00%,1.64亿,9971.74万,6468.69万,2.64亿
416,603725,天安新材,10.61,3.01%,3.69%,6470.16万,4710.46万,1759.70万,1.12亿
417,000838,财信发展,2.74,3.01%,5.58%,8934.33万,7041.04万,1893.29万,1.61亿
418,605222,起帆电缆,20.95,3.00%,1.37%,7638.35万,4155.64万,3482.70万,1.18亿
419,002552,宝鼎科技,20.6,3.00%,3.25%,1.39亿,1.04亿,3531.25万,2.45亿
420,688251,井松智能,26.83,2.99%,2.08%,3513.39万,2017.34万,1496.05万,5530.73万
421,600375,汉马科技,6.21,2.99%,3.00%,1.78亿,9321.23万,8486.05万,2.71亿
422,688279,峰岹科技,195.12,2.98%,1.36%,1.32亿,1.14亿,1794.10万,2.46亿
423,000078,海王生物,3.8,2.98%,6.72%,3.66亿,2.98亿,6802.37万,6.71亿
424,688356,键凯科技,97.36,2.97%,2.09%,6117.23万,6221.34万,-104.11万,1.23亿
425,600549,厦门钨业,56.8,2.97%,3.86%,18.63亿,15.41亿,3.22亿,34.04亿
426,002175,东方智造,3.48,2.96%,6.44%,1.55亿,1.29亿,2674.88万,2.84亿
427,001260,坤泰股份,23.04,2.95%,12.88%,5469.32万,3882.00万,1587.32万,9416.93万
428,002514,宝馨科技,5.24,2.95%,5.03%,7760.31万,6393.40万,1366.91万,1.44亿
429,003021,兆威机电,121.69,2.94%,2.94%,4.40亿,3.01亿,1.40亿,7.41亿
430,688308,欧科亿,48.39,2.94%,4.44%,1.72亿,1.70亿,151.02万,3.42亿
431,600353,旭光电子,18.22,2.94%,7.97%,7.18亿,5.02亿,2.17亿,12.20亿
432,300683,海特生物,33.26,2.94%,9.46%,2.10亿,1.73亿,3765.02万,3.85亿
433,605168,三人行,42.1,2.93%,2.93%,1.31亿,1.27亿,345.56万,2.58亿
434,002547,春兴精工,3.86,2.93%,7.98%,1.81亿,1.57亿,2391.19万,3.41亿
435,000830,鲁西化工,17.59,2.93%,2.20%,4.04亿,3.31亿,7344.44万,7.37亿
436,301333,诺思格,79.04,2.92%,3.16%,1.21亿,1.18亿,285.85万,2.39亿
437,002460,赣锋锂业,64.75,2.92%,3.93%,17.45亿,13.03亿,4.42亿,30.47亿
438,600955,维远股份,19.42,2.91%,1.75%,1.10亿,7626.12万,3362.95万,1.86亿
439,301109,军信股份,15.92,2.91%,6.08%,1.31亿,9209.58万,3908.19万,2.23亿
440,603822,ST嘉澳,108.58,2.91%,1.04%,4729.04万,3917.66万,811.38万,8646.70万
441,603166,福达股份,16.61,2.91%,1.89%,1.28亿,7225.87万,5566.41万,2.00亿
442,002026,山东威达,15.59,2.90%,3.79%,1.54亿,1.05亿,4918.38万,2.60亿
443,600243,*ST海华,3.56,2.89%,7.99%,7435.13万,4801.19万,2633.95万,1.22亿
444,300801,泰和科技,29.64,2.88%,4.40%,1.08亿,6912.46万,3920.64万,1.77亿
445,300982,苏文电能,21.8,2.88%,2.38%,5649.71万,4353.85万,1295.86万,1.00亿
446,300462,ST华铭,11.81,2.87%,2.41%,2564.83万,1327.85万,1236.98万,3892.69万
447,605100,华丰股份,45.35,2.86%,1.46%,7008.96万,4133.69万,2875.26万,1.11亿
448,002250,联化科技,17.62,2.86%,3.53%,3.34亿,2.22亿,1.13亿,5.56亿
449,300695,兆丰股份,79.12,2.85%,1.08%,5021.17万,3675.11万,1346.06万,8696.28万
450,600557,康缘药业,14.81,2.85%,4.45%,2.04亿,1.78亿,2597.18万,3.81亿
451,688336,三生国健,60.42,2.84%,1.14%,2.35亿,1.91亿,4437.77万,4.26亿
452,688006,杭可科技,30.91,2.83%,1.71%,1.86亿,1.31亿,5518.95万,3.17亿
453,002546,新联电子,9.07,2.83%,8.65%,3.61亿,2.63亿,9870.28万,6.29亿
454,002496,*ST辉丰,1.82,2.82%,2.33%,2866.97万,1809.20万,1057.77万,4676.30万
455,002574,明牌珠宝,6.57,2.82%,3.70%,7144.22万,5529.49万,1614.73万,1.28亿
456,002202,金风科技,25.52,2.82%,7.16%,32.70亿,28.94亿,3.76亿,61.64亿
457,688071,华依科技,39.89,2.81%,5.30%,1.07亿,7177.78万,3499.42万,1.79亿
458,300138,晨光生物,13.91,2.81%,4.66%,1.65亿,9152.36万,7327.97万,2.58亿
459,002811,郑中设计,14.71,2.80%,3.45%,8503.26万,5755.17万,2748.09万,1.43亿
460,300841,康华生物,69.9,2.79%,1.62%,8412.58万,5004.32万,3408.27万,1.34亿
461,688022,瀚川智能,15.85,2.79%,2.90%,4393.44万,3652.00万,741.43万,8045.43万
462,600346,恒力石化,24.72,2.79%,0.78%,8.32亿,5.18亿,3.13亿,13.50亿
463,300741,华宝股份,19.18,2.79%,0.90%,5614.01万,4947.79万,666.21万,1.06亿
464,688148,芳源股份,8.5,2.78%,2.82%,6681.39万,5522.69万,1158.70万,1.22亿
465,605318,法狮龙,65.35,2.78%,1.63%,7979.99万,5318.63万,2661.36万,1.33亿
466,300821,东岳硅材,12.21,2.78%,3.09%,2.44亿,2.05亿,3888.05万,4.49亿
467,300766,每日互动,43.24,2.78%,11.81%,10.06亿,8.08亿,1.98亿,18.13亿
468,000545,金浦钛业,2.96,2.78%,4.25%,6753.13万,5578.43万,1174.70万,1.24亿
469,002969,嘉美包装,25.99,2.77%,8.86%,12.11亿,12.86亿,-7510.80万,25.39亿
470,002177,御银股份,8.15,2.77%,15.04%,4.50亿,3.75亿,7496.48万,8.25亿
471,300026,红日药业,3.73,2.75%,6.26%,3.38亿,3.19亿,1908.43万,6.56亿
472,300639,凯普生物,7.12,2.74%,13.00%,3.11亿,2.88亿,2283.43万,5.98亿
473,688698,伟创电气,91.46,2.73%,2.57%,2.24亿,2.79亿,-5491.33万,5.02亿
474,688038,中科通达,22.55,2.73%,4.59%,5879.91万,6230.50万,-350.59万,1.21亿
475,601233,桐昆股份,21.45,2.73%,1.62%,4.71亿,3.59亿,1.12亿,8.30亿
476,001358,兴欣新材,28.73,2.72%,2.93%,2382.24万,1860.71万,521.52万,4289.84万
477,603659,璞泰来,28.33,2.72%,1.71%,6.28亿,4.02亿,2.26亿,10.30亿
478,600409,三友化工,7.56,2.72%,2.76%,2.44亿,1.85亿,5836.29万,4.29亿
479,002164,宁波东力,14.04,2.71%,4.73%,1.95亿,1.23亿,7243.08万,3.17亿
480,300751,迈为股份,302.15,2.70%,7.99%,23.77亿,22.60亿,1.17亿,46.37亿
481,688237,超卓航科,48.89,2.69%,1.40%,3350.71万,2739.22万,611.49万,6089.92万
482,600299,安迪苏,9.56,2.69%,0.53%,7682.10万,5807.72万,1874.38万,1.35亿
483,300137,先河环保,9.94,2.69%,2.56%,8531.68万,4602.33万,3929.35万,1.33亿
484,301395,仁信新材,14.49,2.69%,4.67%,5123.85万,3540.10万,1583.74万,8663.95万
485,002102,能特科技,3.45,2.68%,3.28%,1.46亿,9919.84万,4724.63万,2.46亿
486,605255,天普股份,141.9,2.68%,1.92%,1.86亿,1.68亿,1773.99万,3.55亿
487,603718,海利生物,5.36,2.68%,5.33%,1.06亿,7805.11万,2817.73万,1.84亿
488,300040,九洲集团,6.9,2.68%,7.14%,1.44亿,1.11亿,3219.09万,2.55亿
489,002253,*ST智胜,10.72,2.68%,2.45%,2937.70万,2443.75万,493.95万,5381.77万
490,300437,清水源,15.4,2.67%,7.12%,1.17亿,7171.48万,4520.58万,1.92亿
491,301658,首航新能,33.35,2.65%,14.23%,1.07亿,8743.52万,1971.31万,1.95亿
492,603080,新疆火炬,24.04,2.65%,2.41%,5054.24万,3151.78万,1902.46万,8206.03万
493,002887,绿茵生态,10.46,2.65%,9.51%,1.06亿,8541.71万,2059.69万,1.94亿
494,300817,双飞集团,21.01,2.64%,2.91%,4748.50万,2881.89万,1866.60万,7630.39万
495,603052,可川科技,71.02,2.63%,5.63%,3.84亿,3.65亿,1854.90万,7.49亿
496,600191,华资实业,12.5,2.63%,3.90%,1.36亿,9585.73万,4024.85万,2.32亿
497,002501,利源股份,1.96,2.62%,3.69%,1.55亿,9728.25万,5783.67万,2.56亿
498,688663,新风光,55.58,2.62%,2.20%,8593.84万,8601.45万,-7.61万,1.72亿
499,300606,金太阳,30.6,2.62%,8.61%,1.61亿,1.47亿,1434.20万,3.08亿
500,300438,鹏辉能源,48.4,2.61%,8.36%,9.03亿,7.15亿,1.88亿,16.31亿
501,000818,航锦科技,21.2,2.61%,3.93%,3.13亿,2.28亿,8430.72万,5.44亿
502,300932,三友联众,13.82,2.60%,9.44%,1.66亿,1.33亿,3350.40万,2.99亿
503,603120,肯特催化,45.26,2.58%,19.93%,1.12亿,9364.70万,1788.66万,2.05亿
504,002565,顺灏股份,17.58,2.57%,17.38%,16.91亿,15.38亿,1.54亿,32.70亿
505,300007,汉威科技,54.5,2.56%,5.52%,4.75亿,3.64亿,1.11亿,8.54亿
506,600273,嘉化能源,11.28,2.55%,2.62%,2.24亿,1.78亿,4601.00万,4.02亿
507,002895,川恒股份,38.15,2.55%,1.78%,2.43亿,1.58亿,8478.54万,4.04亿
508,002603,以岭药业,18.08,2.55%,4.07%,5.30亿,4.97亿,3385.96万,10.34亿
509,688047,龙芯中科,158.2,2.54%,1.92%,5.90亿,6.10亿,-2054.08万,12.00亿
510,002554,惠博普,4.04,2.54%,8.39%,2.35亿,2.06亿,2914.00万,4.46亿
511,603309,维力医疗,14.94,2.54%,2.79%,7661.83万,4398.72万,3263.11万,1.21亿
512,301189,奥尼电子,46.97,2.53%,4.47%,1.20亿,1.17亿,279.58万,2.36亿
513,002471,中超控股,9.77,2.52%,33.28%,22.00亿,21.57亿,4296.40万,43.58亿
514,688577,浙海德曼,75.1,2.51%,1.40%,6532.95万,5160.21万,1372.74万,1.17亿
515,600711,盛屯矿业,15.93,2.51%,3.77%,10.15亿,8.07亿,2.07亿,18.22亿
516,600126,杭钢股份,8.57,2.51%,2.68%,4.22亿,3.48亿,7374.58万,7.69亿
517,002470,金正大,2.04,2.51%,4.28%,1.66亿,1.18亿,4796.44万,2.84亿
518,000159,国际实业,6.95,2.51%,5.28%,1.01亿,7329.54万,2787.42万,1.76亿
519,300506,ST名家汇,4.93,2.49%,1.50%,3405.03万,1997.88万,1407.15万,5402.91万
520,300473,德尔股份,33.77,2.49%,3.12%,8620.56万,7233.18万,1387.38万,1.59亿
521,000595,*ST宝实,6.19,2.48%,1.09%,5051.85万,2538.03万,2513.83万,7639.75万
522,001330,博纳影业,10.33,2.48%,13.18%,9.39亿,8.56亿,8238.45万,18.13亿
523,688779,五矿新能,9.91,2.48%,2.35%,2.43亿,2.05亿,3821.13万,4.47亿
524,300724,捷佳伟创,132.61,2.48%,9.81%,20.18亿,16.97亿,3.21亿,37.16亿
525,688067,爱威科技,28.46,2.48%,2.47%,2895.55万,1865.39万,1030.17万,4760.95万
526,688548,广钢气体,20.72,2.47%,4.48%,3.04亿,3.41亿,-3602.88万,6.45亿
527,300680,隆盛科技,50.68,2.47%,4.69%,2.38亿,1.77亿,6078.91万,4.16亿
528,002457,青龙管业,12.84,2.47%,6.41%,1.51亿,1.20亿,3096.85万,2.72亿
529,688775,影石创新,223.37,2.46%,5.21%,1.91亿,1.87亿,423.28万,3.79亿
530,301251,威尔高,62.8,2.45%,20.34%,3.65亿,3.23亿,4226.12万,6.89亿
531,300626,华瑞股份,20.87,2.45%,6.41%,1.25亿,1.17亿,891.15万,2.42亿
532,603816,顾家家居,35.57,2.45%,1.32%,2.03亿,1.80亿,2347.43万,3.83亿
533,300052,ST中青宝,13.86,2.44%,3.60%,6757.49万,6176.22万,581.27万,1.31亿
534,002558,巨人网络,42.02,2.44%,1.95%,8.99亿,6.72亿,2.27亿,15.82亿
535,605055,迎丰股份,9.69,2.43%,1.63%,3909.89万,2999.22万,910.67万,6909.11万
536,002648,卫星化学,22.74,2.43%,1.92%,8.10亿,6.50亿,1.60亿,14.68亿
537,603906,龙蟠科技,18.21,2.42%,2.67%,1.61亿,1.13亿,4719.55万,2.74亿
538,002780,三夫户外,17.38,2.42%,11.65%,1.32亿,1.34亿,-228.49万,2.65亿
539,601113,华鼎股份,4.67,2.41%,2.30%,6871.51万,4980.65万,1890.86万,1.19亿
540,600521,华海药业,16.14,2.41%,1.51%,2.05亿,1.58亿,4619.95万,3.63亿
541,300082,奥克股份,9.79,2.41%,2.38%,9070.51万,6684.24万,2386.27万,1.58亿
542,000555,神州信息,17.84,2.41%,6.63%,6.40亿,5.02亿,1.38亿,11.51亿
543,301177,迪阿股份,33.24,2.40%,1.14%,7929.70万,7190.49万,739.22万,1.51亿
544,600370,三房巷,2.56,2.40%,1.26%,7842.66万,4731.77万,3110.89万,1.26亿
545,300813,泰林生物,25.28,2.39%,3.72%,4715.05万,2418.01万,2297.04万,7133.06万
546,300589,江龙船艇,18.82,2.39%,11.84%,2.66亿,2.40亿,2579.38万,5.06亿
547,300018,中元股份,12.0,2.39%,2.94%,8492.81万,7383.43万,1109.38万,1.59亿
548,000017,深中华A,7.71,2.39%,4.23%,8343.99万,5915.91万,2428.08万,1.44亿
549,001221,悍高集团,72.86,2.37%,16.52%,2.41亿,1.97亿,4410.53万,4.40亿
550,300594,朗进科技,26.34,2.37%,4.41%,4879.12万,5620.73万,-741.61万,1.05亿
551,301093,华兰股份,83.29,2.36%,4.11%,2.57亿,2.66亿,-900.49万,5.23亿
552,002266,浙富控股,4.78,2.36%,2.24%,3.11亿,2.11亿,1.01亿,5.22亿
553,000637,茂化实华,4.79,2.35%,3.76%,3721.46万,2758.24万,963.22万,6534.40万
554,301030,仕净科技,14.36,2.35%,7.85%,1.22亿,1.06亿,1584.90万,2.28亿
555,603896,寿仙谷,21.35,2.35%,4.13%,7071.59万,1.08亿,-3700.01万,1.78亿
556,002422,科伦药业,32.22,2.35%,1.17%,2.90亿,2.03亿,8719.72万,4.93亿
557,002571,德力股份,12.25,2.34%,3.75%,7795.08万,5755.26万,2039.82万,1.36亿
558,002277,友阿股份,7.44,2.34%,2.66%,1.48亿,1.26亿,2184.11万,2.75亿
559,603189,网达软件,20.2,2.33%,3.44%,1.07亿,8030.99万,2640.76万,1.87亿
560,600873,梅花生物,10.99,2.33%,1.71%,3.33亿,1.94亿,1.39亿,5.27亿
561,300575,中旗股份,6.59,2.33%,6.31%,8221.87万,6134.60万,2087.27万,1.44亿
562,002335,科华数据,57.53,2.33%,3.85%,5.48亿,4.54亿,9464.65万,10.02亿
563,000980,众泰汽车,3.07,2.33%,1.71%,1.70亿,8860.15万,8155.27万,2.61亿
564,301211,亨迪药业,13.23,2.32%,2.77%,7670.43万,7548.42万,122.01万,1.52亿
565,688716,中研股份,38.76,2.32%,3.75%,5413.16万,4729.61万,683.55万,1.01亿
566,603928,兴业股份,15.85,2.32%,2.01%,4919.50万,3381.71万,1537.79万,8301.21万
567,688558,国盛智科,32.26,2.32%,1.00%,2536.25万,1711.22万,825.03万,4247.47万
568,603698,航天工程,38.82,2.32%,8.62%,8.89亿,9.29亿,-4041.69万,18.18亿
569,300375,鹏翎股份,5.73,2.32%,7.99%,1.34亿,9824.97万,3548.71万,2.32亿
